identifier,category,detailed
material-component-catalogue-type-0001,biobased,from renewable products such as carbohydrates, starch, vegetable fats and oils, bacteria and other biological substances
material-component-catalogue-type-0002,synthetic,derived from crude oil, natural gas or coal
